16699,13560,5
1075,8889,2
2404,8188,5
1377,4207,5
121,11,5
1868,14901,5
1343,15230,4
7126,10532,5
200,7010,3
163,4116,1
2156,681,5
17073,14501,5
1946,13438,5
5268,12655,4
16682,13531,5
1353,5630,5
804,6725,4
2589,11998,4
1163,7900,5
911,6212,3
1915,3095,4
4183,14379,2
804,736,5
1911,2135,5
119,15945,2
1249,13950,3
2158,12105,5
804,14445,4
7655,5046,1
200,8801,4
823,6015,4
857,7577,4
3608,11920,4
876,349,4
11262,7370,4
1143,7617,4
12924,9375,4
115,3173,5
222,53,5
14835,12021,5
42,11974,3
301,6617,4
286,14325,4
13931,10990,5
15773,12417,5
1343,8474,5
40,6728,5
1638,14308,4
3912,8302,5
807,13816,4
299,10685,5
5475,15128,4
716,14427,3
439,6810,5
503,7585,5
7354,12445,4
2443,2105,4
301,7271,4
842,83,3
554,51,4
691,8637,5
2118,7534,5
62,8591,5
4443,2353,5
138,1317,3
14729,11980,5
4019,6434,4
2503,6907,4
767,6057,1
10439,6700,5
65,14448,2
13187,9562,5
27,85,3
221,315,3
188,11180,5
4355,12480,5
9792,6309,3
1153,12361,4
16656,13517,5
200,12174,4
698,155,4
490,48,5
161,7682,1
38,6103,4
389,7587,5
2373,12864,4
5895,4106,2
398,15714,4
12316,7920,3
2525,8143,5
7151,4423,3
14901,12075,5
11504,12105,5
2109,627,4
4526,13485,4
1127,9379,5
3860,2250,5
5503,8552,4
1867,9311,5
70,11985,3
2858,5406,4
13428,10193,4
8824,12098,5
163,8553,5
6058,6101,4
4046,2267,4
6271,8985,5
11509,7494,5
15355,12248,5
15438,12294,4
4651,2554,5
13029,9211,3
1353,2795,3
288,6040,4
1507,11619,5
10855,11196,4
1674,12025,5
7302,4554,2
9790,6309,3
238,7651,3
14836,12021,5
2039,4625,4
9580,6272,4
3237,11690,2
2069,16018,3
4160,6016,3
1911,14044,5
1402,15381,4
10607,6764,4
1391,6785,5
4471,8886,2
5787,4876,2
17431,15043,2
669,14435,4
1627,14475,5
737,11920,3
14488,11693,4
3703,4148,1
1915,15900,5
4723,4186,5
5984,12041,3
398,8705,5
1874,1040,5
1875,9241,5
242,7378,3
2086,3124,3
733,7623,5
926,2309,2
1075,15724,2
1900,11488,5
9865,6323,5
1790,13199,5
461,48,3
2606,1177,5
1697,11245,5
2745,7820,4
13071,9241,3
106,6832,3
7082,4879,5
2063,16001,5
11373,7406,3
875,365,4
200,2360,5
372,7557,4
13985,13412,2
1261,13164,4
301,8393,5
8611,7389,5
356,6777,4
2864,9768,5
67,6867,4
817,6309,4
304,26,2
4856,5264,5
10528,14647,2
4415,6307,4
511,48,3
6150,14416,5
8,11938,5
119,15513,1
14028,13164,5
27,37,3
432,12041,5
16855,14111,4
12,12092,3
1051,12105,3
163,12136,3
1824,6958,4
2662,1179,5
876,6968,4
11922,7689,4
12955,9077,4
200,6566,5
16086,12849,5
3072,1623,5
4591,12364,4
9224,6196,5
1333,6643,3
1728,8998,3
12589,8492,3
15547,12326,5
3802,7661,4
8537,6068,4
1143,8912,4
681,6325,3
27,14472,4
6014,5026,4
7224,13247,3
7626,11959,4
862,6131,1
16385,14432,4
1607,7822,5
171,4114,5
74,65,4
754,13056,5
1365,7093,4
12629,12834,4
868,1175,5
12920,8980,5
12549,8357,5
3507,13098,4
9781,7867,1
188,11155,4
11505,11299,5
1351,10381,5
4994,12079,4
2437,7747,1
400,7578,5
1839,6861,5
1391,12803,3
9168,12132,1
1128,15238,4
115,7701,3
4527,2397,5
4769,2743,4
1711,15633,2
5882,4103,4
286,50,5
182,14920,2
12550,8358,5
62,10512,4
327,4184,2
5797,10815,5
11637,7584,4
346,57,5
12904,12757,5
2629,6149,5
9617,6278,3
17557,15616,5
61,6057,5
3304,5648,5
6135,4500,4
4959,9077,5
1343,8976,3
12657,8591,5
5046,8164,5
189,6122,5
356,9209,4
8113,6015,4
106,13097,1
1283,6247,5
1185,14529,3
8585,7951,5
1715,4680,4
488,48,4
1993,2448,5
4415,9086,4
35,7776,4
341,6068,4
1785,13563,4
14518,11862,4
4280,10251,5
1343,15660,3
336,6132,4
200,4827,5
4112,7640,2
5040,12129,4
1075,4354,5
356,13969,2
3530,2078,5
2134,11858,5
1273,12462,2
1257,15181,3
2696,1189,5
8091,5958,3
1833,10576,3
15927,12482,4
2099,7361,1
3908,12101,5
4315,6107,4
1075,9934,4
7,12105,5
1823,5738,3
1928,13809,1
255,6436,4
1075,9263,3
6582,4179,5
9155,6616,4
1708,11106,5
1883,5552,5
4,1175,4
15082,12105,4
2035,9234,4
1091,6038,5
1330,278,4
4425,7508,5
3775,2227,4
248,4158,5
2937,14764,4
13755,10507,5
1831,15374,3
12889,8921,1
1652,1271,4
16111,12949,5
9719,6291,5
482,7423,4
8126,14428,1
1333,8287,5
1340,14810,3
106,14416,5
439,10809,3
13513,11427,5
1607,10860,4
100,731,5
2157,7438,4
3811,14402,4
1974,15709,4
304,6616,4
3695,12088,3
666,11998,3
4968,10407,5
4966,10163,4
5685,8233,5
1874,1279,5
9464,6262,5
5824,11357,4
3617,2213,4
4333,12462,5
356,15706,4
1823,2792,4
10276,6614,4
2862,2480,4
6031,4127,5
15395,12276,4
1654,488,4
16957,14331,5
1351,8957,5
1393,8525,4
14059,11066,5
1260,2865,5
1655,4595,2
1002,5117,5
3584,3040,4
11275,7372,5
1393,4337,5
3954,13181,4
9527,6291,5
186,2242,5
1974,13950,5
1517,11076,5
8579,7788,2
3958,2253,5
973,7852,5
906,75,4
796,7571,4
4878,3083,3
1783,9179,5
4308,8843,1
171,6068,3
5520,8272,4
801,6196,4
2864,12541,5
13071,10988,5
1073,7716,5
643,14451,4
7114,4379,5
6987,12442,3
2883,1401,5
1206,98,5
13700,10419,5
1797,2673,5
1846,2733,4
14185,11245,5
7368,13349,2
857,2687,5
119,14897,3
15115,12105,4
4143,12233,5
15338,12241,5
6581,7769,4
200,13883,4
12419,8102,5
186,2276,2
876,8691,2
12472,8233,5
12471,8233,5
7563,10510,5
5462,3435,5
10075,6466,5
4198,12370,5
62,4109,5
1920,14149,3
4540,2425,5
8611,6122,4
16576,13390,5
1683,11636,5
801,12193,4
86,12102,5
61,4595,5
6673,12257,5
14335,11466,5
1656,12289,4
11146,7332,5
2462,15929,4
5459,3429,5
2589,7628,5
2948,6367,5
9229,12016,4
408,7887,5
1786,11784,2
12541,8312,5
200,6144,4
1353,6891,2
200,2365,3
2703,4157,4
1127,10453,5
7610,6068,4
1830,13438,3
300,11231,5
242,11989,5
289,2311,5
1249,9783,5
4771,2733,5
10192,6581,5
3320,3208,5
2570,9294,4
1999,11011,5
115,14498,4
5763,8744,5
3836,13531,3
2018,6613,5
321,6137,5
859,453,5
1708,11491,5
8977,11914,4
3670,6196,5
11814,10325,5
1020,6850,3
2525,7712,5
4878,11815,4
3237,2554,4
1651,15166,4
15926,12946,4
316,12078,3
6622,12417,5
13332,10160,1
12521,14505,1
5372,3321,4
4785,13563,5
3230,1916,4
4150,6806,3
1801,7321,5
1249,9354,3
1389,155,5
249,14325,5
1075,12193,4
9263,11963,4
3096,1792,3
10895,6948,5
4664,6394,2
2037,15971,4
5875,4362,5
1974,14221,4
8009,5556,4
2124,2888,4
13424,11986,5
16245,13095,4
14937,12088,5
8442,6119,5
844,4645,4
2912,1494,5
14882,12044,5
6030,4127,4
5787,4976,1
256,6068,5
1203,12770,3
1607,12371,2
1127,13519,2
6357,4167,5
1863,13733,4
4499,3701,4
403,6174,4
812,7423,5
7448,6107,4
11067,14160,4
2211,11053,5
14743,11984,5
866,8652,4
9441,6249,4
8460,6303,4
3643,7372,5
1357,10800,4
200,5757,5
188,12835,5
1827,4303,5
1249,9611,5
7405,8843,3
876,9479,4
1364,6141,4
8883,6120,1
10406,6672,5
7061,4296,5
182,14308,4
1075,4588,4
859,15836,5
98,8149,5
62,7155,3
3917,2267,5
4278,7866,3
562,7087,1
16595,13409,4
12980,9131,4
4044,7415,1
8134,7557,3
2102,4172,5
40,9241,3
11398,7423,5
154,2219,4
2434,13610,4
1263,12459,1
656,12100,4
2646,1178,4
1626,7707,4
7880,12550,4
1020,6874,5
5244,10892,4
5550,3584,5
11172,7332,5
11354,7525,5
5328,4289,3
4512,2375,4
154,7400,4
12922,8980,4
1452,4681,1
17595,15877,4
2680,1188,4
2148,12149,5
11874,11020,5
2317,7816,4
356,4641,4
3293,9264,5
2070,11939,4
1781,493,5
12474,8233,4
2775,14203,3
95,6113,5
3483,2024,5
4128,7438,5
2070,11998,5
1753,2613,2
161,13,3
4624,8877,4
900,14503,5
1911,13826,3
2325,787,5
278,6903,5
10057,13199,5
1618,6600,4
1393,14404,4
10076,8777,3
1641,276,2
2464,11247,4
2789,6926,4
957,1315,4
1607,8906,4
17542,15576,5
5,14428,4
1674,11974,5
12235,7893,2
146,11,5
771,5514,4
10500,12587,4
1132,6196,5
2162,6034,5
484,6047,1
11807,7631,5
3725,14465,4
7018,10726,5
417,40,2
2063,12964,2
10409,13250,5
175,2930,2
6697,4186,5
1075,9648,3
1263,6296,5
11919,12405,5
5002,5138,5
862,13201,3
320,6068,5
10269,6613,5
170,12120,4
3524,3846,5
2038,2994,5
604,6120,4
1607,12292,3
7584,5094,4
398,8885,2
648,53,5
1652,5160,5
15125,12105,4
15993,12886,5
5216,4186,5
4275,6112,5
2862,15238,1
2070,12283,4
4733,2672,4
127,6019,5
7800,8664,4
2589,14519,3
14397,11602,5
855,12191,5
2383,8640,5
3767,12007,5
8218,12105,4
4415,6314,5
606,7508,4
3606,3414,3
41,12489,3
12439,8206,5
5406,3721,5
39,6940,1
385,36,5
4656,4186,5
5599,6529,5
330,6607,4
91,6653,4
175,2829,3
6171,14429,1
1989,15968,2
5199,13120,5
2148,11920,5
2789,7578,3
8295,7438,5
52,4207,2
941,14516,4
106,6685,1
1928,14004,4
1203,4998,4
16255,13098,4
2102,4868,5
3953,7584,4
1657,2732,3
6071,5079,4
606,7332,5
10882,15096,1
807,5978,4
1008,6701,5
1801,6389,4
2873,1365,4
3178,13181,5
1378,146,5
2058,2086,1
6034,12101,3
1572,846,5
7932,14630,5
200,2726,3
356,4611,4
245,6019,4
3246,8886,5
5698,13222,2
825,14435,2
60,3527,5
1607,2363,4
1607,8324,4
356,484,4
6308,12242,4
312,15659,2
119,14612,3
549,12108,4
11407,11987,5
1368,12268,4
1075,6581,3
8772,6119,5
5871,4278,4
3252,3217,4
5469,6325,5
6736,7589,5
155,3744,5
2520,8325,3
1261,11984,5
1715,6247,5
8284,7423,5
1154,12428,5
283,4207,4
10390,6806,5
1915,7359,3
942,10253,5
1333,8102,5
8572,6088,5
4452,8921,4
975,15550,4
6404,4167,4
1148,4292,4
1711,13438,3
1689,13535,4
6769,13164,5
7891,5656,5
98,10818,5
1063,6089,4
382,2252,5
1020,4787,5
2564,7832,5
12145,12007,4
7333,4585,5
8165,6019,5
62,7326,5
1416,10325,5
354,14436,2
1333,14616,3
666,2218,4
2298,10182,4
685,7839,4
200,1309,5
1343,15159,3
4621,12103,5
354,6266,4
4483,13004,4
200,6072,3
2120,652,4
942,10254,5
1999,12918,5
2469,13009,3
4573,12949,5
60,333,4
3702,14501,4
7284,4524,5
1119,91,5
2858,1325,5
14,11649,5
861,661,1
1377,8637,5
11086,7228,4
1607,8468,3
2,7462,4
100,6867,4
1075,13677,3
318,12170,3
40,5989,4
5050,3173,5
119,8590,4
1798,2661,3
1823,361,5
16149,14503,5
3601,7738,5
426,14416,5
9626,6282,3
11418,7602,2
13012,9198,4
11378,14331,5
2464,903,4
2707,1190,4
1487,1235,5
1915,9552,2
5530,4291,4
521,6658,4
973,533,3
205,10117,4
11919,12357,2
1333,11027,5
4096,8664,5
7450,12785,5
1974,13620,4
300,6056,4
15701,12383,5
200,13551,2
1607,5277,3
1020,463,2
930,14465,2
1353,8925,3
3960,7388,5
2176,7718,5
106,6493,4
392,80,5
1349,7661,5
372,8705,4
1249,15786,5
175,2864,4
7659,7381,3
536,7535,5
1848,398,4
10993,7080,5
11899,12015,5
10152,6562,5
161,15304,3
864,14343,2
1402,15327,4
1481,202,5
11089,13604,5
4608,11081,5
6852,4206,4
434,41,4
363,4104,4
1654,6994,5
685,14548,4
1353,9079,5
1825,11425,5
189,10623,5
3724,2252,5
14,6067,5
2479,8444,4
200,238,2
1035,7332,5
2589,11961,5
2058,13948,2
10346,6653,5
1073,12983,5
11625,7578,4
5170,3197,5
417,6119,4
155,11926,4
10484,7617,4
15308,12227,5
852,2264,5
6248,8705,5
8520,12961,4
2704,7645,3
1260,7200,3
1570,9522,5
1626,8659,5
2058,2322,4
9633,7083,4
363,6166,5
1175,12383,4
3700,2221,4
14514,11798,5
901,12975,4
11916,7682,3
353,6119,4
1437,6358,4
2934,1641,4
1075,9860,2
1904,11029,4
664,12241,1
1911,4413,5
299,11108,5
1842,15614,4
1343,3726,5
11930,14466,4
1248,14501,5
9564,6272,5
626,6159,5
3485,4700,5
15858,12462,5
10089,6487,5
2063,15998,4
783,12105,5
129,8302,5
100,2302,4
9496,11915,5
100,10740,4
861,6081,4
11859,7667,4
2008,11848,3
1422,8662,5
1489,3524,5
2067,15278,3
875,13642,4
4743,5102,5
1343,15357,1
11859,14482,1
2102,11749,5
27,2286,2
239,6047,5
1017,4520,3
14781,11994,5
2067,3123,3
11176,7332,5
8337,6119,1
869,7404,5
470,48,3
2034,8194,3
106,15330,3
1830,13413,4
2441,865,5
299,6859,4
5686,3748,5
356,13619,3
6066,14516,2
62,12691,5
14071,11081,5
682,6283,1
1019,13744,3
5556,3590,5
12284,7919,5
8188,13199,5
200,5694,5
299,11570,5
13128,12252,5
9349,12615,5
495,48,5
12986,9134,2
412,14465,4
1063,85,5
1333,12333,3
301,13931,4
1257,2844,3
3795,12516,4
8666,6113,5
15314,12231,4
647,6119,5
8210,6089,5
14863,12442,4
3834,8664,5
876,1151,5
2389,3343,5
57,10814,4
4892,4172,5
7905,5264,5
38,8358,4
7041,7723,5
4301,7819,5
870,6159,5
171,10152,3
1895,430,5
1781,349,5
1829,15862,3
5661,10314,5
7796,5110,5
61,6785,5
2722,2926,4
454,324,4
264,6098,4
1172,6289,5
7244,4503,2
1369,3700,3
7158,4426,2
1063,6267,3
2704,3257,3
867,6363,4
2711,1623,5
9739,6296,3
175,13,1
1075,3107,3
4306,12326,5
276,11522,5
12357,7950,4
819,8695,5
7268,9077,4
9231,8637,4
6540,14428,4
2290,764,5
1906,9207,5
2388,810,5
12505,8297,5
5426,3394,5
2494,8997,4
1081,12462,4
240,23,4
1929,14004,2
2147,11924,4
4493,10458,5
5055,7672,5
9310,6219,5
6512,11926,5
3960,2267,2
15108,12105,5
6618,4180,5
11883,8872,5
8155,6051,3
7970,13468,4
980,13027,3
95,6165,4
8485,6068,3
4461,6597,4
998,2275,4
1145,12981,1
2867,12881,4
375,41,5
62,6233,4
13400,10182,5
11854,7667,5
2449,878,5
17592,15860,3
8699,6119,5
40,12058,3
1257,8571,4
875,1017,5
10996,12385,1
15792,12426,3
14650,13164,4
2157,7572,5
662,6043,4
1127,13749,5
8581,6095,3
3709,7611,5
119,15829,2
1684,2357,4
7469,4662,5
11521,12793,5
154,14326,3
6353,4167,5
1260,6322,5
14854,14340,4
375,12098,5
404,37,3
562,6791,3
62,7126,5
8395,6068,4
27,6196,4
362,12034,5
1127,13245,2
200,9048,4
427,12145,5
9736,6309,5
15843,12454,5
7387,13959,4
11097,7331,5
5346,12830,4
205,6161,4
13073,9252,5
3976,8305,4
7529,9504,4
4892,14434,1
8600,6844,4
2073,15632,4
9696,6291,5
9300,7776,5
1989,14311,5
3237,12676,4
15875,12462,5
9782,6309,3
3811,11960,5
23,6024,3
4750,13470,4
1127,9215,2
6635,4186,5
3615,12437,3
2252,10572,5
16759,13666,4
279,12468,4
2425,12622,4
7848,5150,5
4777,2733,4
17027,14404,5
461,9241,5
185,6268,5
438,8003,2
404,13458,3
5986,14428,5
4522,2428,4
804,14551,4
1541,13364,4
2273,754,2
5299,7928,5
2773,12442,5
7250,12793,5
2283,761,5
3531,2078,5
9574,6272,3
14576,11920,5
7310,13341,5
61,6743,4
418,13199,5
2812,6195,5
2556,2388,4
300,2656,1
282,6565,5
1795,10578,5
1622,6929,5
1260,6846,1
3763,2227,5
1875,13600,5
328,2476,5
115,12193,4
1068,13588,3
782,59,5
1685,309,4
4999,3165,5
8973,6149,5
862,9234,5
11423,7589,2
6681,12227,5
119,14240,4
7522,7027,5
1391,1466,2
300,15116,1
1634,10182,4
5878,4127,2
17254,14506,5
1437,2259,4
9300,7577,4
8231,6032,5
1333,7958,5
9272,6204,5
64,3173,5
1075,7487,5
7551,13528,4
28,6027,5
4705,5071,5
1993,14559,4
842,92,4
5958,4115,5
62,13359,3
2023,7928,4
11475,7550,1
969,11998,5
14249,11354,5
7961,13041,4
5870,7776,5
1911,2191,4
397,83,5
188,10209,5
157,14324,5
1333,8941,5
16011,12652,2
1353,6905,2
2109,3680,4
4922,4115,5
1393,12197,4
851,14427,4
1674,1108,3
1051,2288,3
1075,2704,2
9928,6332,4
13516,10237,5
4413,2351,2
13399,10182,3
1343,11064,5
1876,13683,1
6783,4196,5
1343,5200,2
200,7626,5
136,2286,3
2302,6565,5
369,77,5
1911,14023,5
226,4157,5
2555,9241,3
5234,3234,5
855,14901,5
1674,13698,4
16522,13335,5
1545,12332,4
12621,8536,5
3650,12034,5
1010,12033,5
2685,3242,2
682,6296,4
5778,3866,5
3735,12098,5
318,7584,5
7589,5020,2
276,2733,4
860,4970,5
175,7010,1
3610,13199,5
3971,2254,4
1075,9762,3
1717,12405,5
286,6110,4
1839,13677,2
329,6225,5
4388,2344,4
1823,5051,3
12,11921,3
5962,4116,2
500,6212,5
12187,7857,4
1607,15128,4
976,12275,1
1618,8528,4
11948,7713,4
3993,2318,5
4787,8969,5
409,12134,5
7572,11649,4
1549,219,5
874,6267,4
4213,3601,5
1848,6736,4
957,8528,5
1361,12677,4
1353,9098,4
494,6196,5
2856,8670,5
3725,14326,1
11641,7584,5
7617,8664,4
11608,7575,3
3827,14488,4
1675,315,3
11976,7726,3
1930,447,5
7018,4264,5
9191,7532,4
15624,12354,4
7123,12741,5
160,6148,5
4142,11998,4
15220,12313,1
1825,14210,5
1786,9348,2
4562,6037,4
188,10664,4
40,5844,4
11886,12262,5
4355,2342,2
347,33,5
1973,11810,5
1359,14987,3
8748,6119,5
6743,4186,5
6606,13116,5
8846,8861,4
42,3744,5
13315,10171,5
771,58,2
6464,4168,5
10232,6603,5
4213,10913,5
15384,12266,4
1593,3941,5
5967,7680,3
106,13552,1
7297,4541,4
804,6600,5
186,11908,5
2340,12526,3
1354,8182,4
11614,7577,5
1607,10707,4
8965,6145,5
356,9218,5
2203,15564,4
11192,7332,3
6788,7864,5
382,7453,4
301,10815,5
562,5889,3
10074,8313,5
1333,7727,4
2102,11304,5
1905,7550,5
2837,15036,3
1620,6831,5
1075,6858,4
356,2874,5
14054,11060,4
772,8298,3
3101,1655,3
3805,2375,4
8444,6068,1
1075,13514,3
2326,13121,3
6051,4129,3
1848,4687,3
1140,11236,4
176,43,5
1781,8762,5
62,15329,5
11485,12089,5
27,6124,4
1632,8952,5
1249,2169,4
119,14766,5
900,75,5
12006,7753,5
14962,12089,4
305,13563,5
28,6365,4
2317,7423,2
10794,6862,5
17465,15163,3
2889,13338,5
62,8358,5
7270,4523,5
15394,12276,5
2594,8257,5
13776,11165,5
738,6220,5
3359,1931,4
17487,15192,4
8307,6067,5
117,14428,4
1343,9235,4
2068,6793,5
1002,14501,4
356,13507,4
1123,6565,5
2063,4693,5
16833,13927,5
200,1253,3
6333,7332,5
9554,6300,5
8185,6027,5
220,15234,1
13253,12167,5
2296,14461,3
1343,9080,3
3840,8302,5
264,23,4
278,13920,4
264,7617,4
1343,6836,3
375,2267,3
13765,13164,5
1607,2923,3
188,12896,5
16621,13458,5
1911,1902,5
13622,10302,4
2034,4925,4
8904,6122,1
17457,15128,5
3849,2247,3
464,3160,4
1823,7718,2
2456,6786,4
10487,6701,5
276,7423,5
8798,12166,5
259,12139,3
62,2263,5
8108,14444,5
7609,7951,5
13197,12321,5
3584,5906,5
13801,10586,4
1522,3795,4
1090,88,3
12293,7919,5
1052,7462,3
1332,4524,4
10077,6470,5
161,8537,4
2456,4523,5
390,2312,5
8645,6491,5
2225,731,2
5271,3242,5
1075,13694,2
3491,2030,5
7977,5477,5
853,6289,4
138,3173,4
300,14478,4
2171,6034,5
562,2864,4
8768,6119,5
9708,6291,4
2100,626,4
13096,9264,5
1333,8376,3
8099,11894,5
5569,3615,5
4736,3281,5
2067,15363,4
2624,13098,2
1377,3230,5
1708,9264,5
13972,10980,4
8237,6159,4
1911,11694,5
804,6723,4
2135,4167,4
300,10296,5
4757,2708,4
9692,7919,5
12927,8996,4
200,14219,5
1654,6644,4
2404,15247,5
7237,14931,2
2005,6303,4
9747,6298,5
15688,12383,2
2305,777,5
862,482,5
11080,7209,2
851,6179,4
5878,11973,5
10069,6459,5
14991,12100,5
12483,8240,5
4073,2267,5
821,10179,5
180,2252,5
264,7480,5
17463,15157,3
2447,874,5
2537,6888,5
182,2305,5
200,15276,3
67,12078,5
4308,12975,5
4447,14685,4
1795,6939,4
182,12268,4
16819,13859,4
356,6808,4
13848,10682,5
12970,9389,4
1248,12468,4
2698,1189,4
1379,6406,5
1385,5181,5
4974,3162,5
1911,9640,5
2326,12251,5
10880,12139,3
8527,6068,5
356,2945,4
3793,5514,5
188,13576,5
1333,7846,5
4171,6134,3
804,9075,4
1260,1407,5
12923,8980,5
3320,2331,2
1353,7058,3
61,6597,5
13713,12276,5
280,4138,3
356,312,5
1923,434,4
40,414,4
2734,2601,5
2234,11922,4
200,6021,5
1795,447,4
5845,7081,5
13539,11408,5
2001,4290,5
8818,6119,5
496,7578,4
2148,7379,5
2693,6701,5
15517,12316,4
1393,9564,1
307,7587,3
1545,8873,3
1607,13073,4
1989,13852,4
1720,13338,5
3618,11923,5
4106,2395,5
14079,12302,4
866,6331,4
63,6184,2
437,6016,5
3136,1694,4
1075,6580,4
2216,2400,4
4263,7645,4
12177,10192,5
8568,12348,5
2881,11623,4
356,7443,5
320,6212,5
3814,14381,5
2296,6184,3
454,6683,2
1683,5729,5
185,8585,5
901,2312,4
1075,9777,3
1974,9376,4
40,9015,4
1607,8439,1
300,9397,1
1391,12600,1
12144,11914,5
1911,13098,5
1333,7730,5
3304,5477,5
62,12123,5
1915,3012,2
13768,10530,5
5181,7711,5
1497,1686,5
4296,7815,5
2530,15412,5
7250,12928,5
356,1404,4
4682,6937,5
7446,4649,4
2037,1115,4
207,10202,5
1902,4606,5
914,11919,5
2673,4167,5
5748,3849,5
121,6016,5
200,1423,2
200,6623,4
16482,13287,5
2404,5718,4
15609,12342,5
200,12571,5
4524,7821,4
10784,6861,5
459,12011,4
1191,98,4
8279,7584,5
106,1749,5
1451,5332,4
102,25,4
3612,2213,4
3970,2254,5
17009,14398,5
2606,12098,3
11389,12051,1
831,6120,5
7757,5095,5
339,7492,5
2938,1455,3
328,13075,4
2287,13890,5
1769,15641,4
3217,1909,5
957,12888,3
741,6420,3
14,14325,4
820,62,5
1343,15428,1
8846,11423,5
381,6283,1
544,12281,5
12670,8622,5
380,6447,4
9044,6159,5
1333,2986,5
3758,7635,5
9328,6219,4
10168,6565,4
3432,1985,5
12048,7773,5
70,6109,3
14368,11543,5
9033,11920,2
928,77,4
2259,11918,4
3005,9001,5
1545,7907,4
9211,6191,3
6795,4197,5
1575,5049,4
7402,12468,4
2520,1307,5
1075,5695,3
2102,14246,4
4890,3744,5
58,176,3
17425,15036,3
1799,4363,3
1343,15573,3
2211,10324,5
1674,2792,5
5225,3231,5
1088,4192,4
2379,878,5
328,6514,4
1486,14276,4
3026,1691,5
207,6068,5
1201,14400,5
6989,4239,5
223,11915,4
4795,2778,1
14382,11568,5
1343,6148,4
12072,7792,5
193,12229,5
299,11315,5
1732,12329,3
1343,14707,4
1823,13517,4
2035,14506,1
11459,7462,5
17541,15573,5
10345,6653,5
4658,7839,5
4613,7232,4
1020,6977,4
2500,8441,5
1145,13121,4
4990,11920,5
4416,15200,4
454,6101,2
1343,13552,3
2014,9793,4
91,6180,1
13358,10171,4
3845,2507,5
40,5996,5
1988,11779,4
24,12238,5
2462,2804,4
70,14435,5
161,5046,4
7444,15377,2
2696,13193,4
408,14324,3
1451,9211,3
228,23,4
716,6219,4
7015,8077,5
2678,6107,4
12533,8302,5
5269,12075,5
13145,9301,4
6043,12001,4
356,2455,4
27,7515,5
5931,5102,5
9278,7726,5
6460,4168,5
16640,13494,4
2070,13036,4
1913,431,3
9263,14399,5
3382,11522,5
7148,4572,4
186,13098,5
70,11926,5
5966,4649,4
6788,5145,4
7642,6166,5
